ROW_ID,ORDER_ID,ORDER_DATE,ORDER_PRIORITY,ORDER_QUANTITY,SALES,DISCOUNT,SHIP_MODE,PROFIT,UNIT_PRICE,SHIPPING_COST,CUSTOMER_ID,PRODUCT_ID,PRODUCT_CONTAINER,PRODUCT_BASE_MARGIN
3957,28228,11/07/2012,NOT SPECIFIED,5,346.23,0,REGULAR AIR,8.46,60.98,19.99,2527,1601,SMALL BOX,0.38
3958,28256,23/02/2009,HIGH,19,467.4,0.01,DELIVERY TRUCK,-851.09,20.98,53.03,8645,1112,JUMBO DRUM,0.78
3959,28258,13/03/2009,CRITICAL,2,201.178,0.07,REGULAR AIR,-604.406,125.99,2.5,7890,1739,SMALL BOX,0.6
3960,28258,13/03/2009,CRITICAL,25,2493.24,0.03,REGULAR AIR,293.66,99.99,19.99,7890,1219,SMALL BOX,0.52
3961,28259,04/11/2009,HIGH,22,249.24,0.06,REGULAR AIR,-92.1,10.97,6.5,971,1218,SMALL BOX,0.64
3962,28262,31/12/2010,MEDIUM,26,299.11,0.05,REGULAR AIR,40.03,11.34,5.01,151,1120,SMALL BOX,0.36
3966,28291,04/03/2009,CRITICAL,14,3950.6,0.02,DELIVERY TRUCK,-477.66,280.98,57,9404,1545,JUMBO DRUM,0.78
3967,28294,22/05/2012,HIGH,47,63.47,0,REGULAR AIR,-19.92,1.26,0.7,4251,1231,WRAP BAG,0.81
3968,28321,01/08/2010,MEDIUM,28,90.5,0.03,REGULAR AIR,24.71,3.08,0.99,10067,2166,SMALL BOX,0.37
3970,28354,27/03/2009,LOW,34,507.66,0.1,REGULAR AIR,106.71,15.98,4,1132,1405,SMALL BOX,0.37
3971,28357,21/05/2010,NOT SPECIFIED,50,390.46,0.02,REGULAR AIR,-171.166,7.3,7.72,514,1007,SMALL BOX,0.38
3972,28357,21/05/2010,NOT SPECIFIED,43,113.43,0.02,REGULAR AIR,24.27,2.47,1.02,514,1205,WRAP BAG,0.38
3973,28387,29/06/2012,NOT SPECIFIED,37,3212.97,0.03,REGULAR AIR,1125.42,83.93,19.99,950,1640,SMALL BOX,0.38
3974,28387,29/06/2012,NOT SPECIFIED,13,292.95,0.06,REGULAR AIR,60.36,22.84,5.47,950,1209,SMALL BOX,0.39
3979,28419,31/10/2009,LOW,9,133.85,0.03,EXPRESS AIR,-5.28,13.48,4.51,1484,1028,SMALL BOX,0.59
3984,28453,28/12/2012,CRITICAL,26,560.03,0.04,REGULAR AIR,-139.87,21.66,13.99,8788,1117,MEDIUM BOX,0.52
3985,28454,06/08/2012,MEDIUM,25,157.4,0.07,REGULAR AIR,-84,6.48,6.74,9778,2167,SMALL BOX,0.37
3986,28455,30/05/2010,MEDIUM,12,254.12,0.06,REGULAR AIR,-64.97,20.95,5.99,8949,1125,SMALL BOX,0.65
3987,28455,30/05/2010,MEDIUM,37,767.04,0.02,REGULAR AIR,238.84,20.89,1.99,8949,1188,SMALL PACK,0.48
3991,28485,12/01/2012,HIGH,12,49.18,0.07,REGULAR AIR,0.58,4.28,0.94,8567,1407,WRAP BAG,0.56
3993,28512,27/04/2010,MEDIUM,11,323.91,0.09,REGULAR AIR,-96.53,30.73,4,4251,1162,SMALL BOX,0.75
3994,28512,27/04/2010,MEDIUM,10,185.59,0.1,REGULAR AIR,12.01,19.98,5.77,4251,1094,SMALL BOX,0.38
3995,28512,27/04/2010,MEDIUM,18,7168.15,0.05,REGULAR AIR,1593.61,419.19,19.99,4251,2128,SMALL BOX,0.58
3998,28519,22/06/2010,HIGH,4,268.7105,0.09,REGULAR AIR,-337.656,85.99,0.99,5380,1577,WRAP BAG,0.55
3999,28544,28/08/2012,CRITICAL,24,68.5,0.07,REGULAR AIR,2.686,2.78,1.49,2241,2225,SMALL BOX,0.36
4000,28545,23/08/2011,HIGH,15,5296.19,0.1,REGULAR AIR,1164.05,363.25,19.99,7237,1446,SMALL BOX,0.57
4001,28550,20/03/2011,NOT SPECIFIED,44,21532.26,0.09,DELIVERY TRUCK,8323.39,500.97,69.3,1614,1281,JUMBO DRUM,0.37
4002,28550,20/03/2011,NOT SPECIFIED,1,7.64,0.1,REGULAR AIR,-6.6,4.76,3.01,1614,1698,WRAP BAG,0.36
4007,28583,12/11/2009,CRITICAL,25,5811.72,0.03,REGULAR AIR,2431.595,223.98,15.01,4825,1228,SMALL BOX,0.38
4010,28614,19/10/2009,CRITICAL,50,7827.51,0.05,REGULAR AIR,2992.8,159.99,5.5,8694,1783,SMALL BOX,0.49
4011,28641,12/10/2011,NOT SPECIFIED,33,278.65,0.05,EXPRESS AIR,-36.34,8.32,2.38,8619,2091,SMALL PACK,0.74
4014,28643,27/04/2010,NOT SPECIFIED,16,659.5,0.09,REGULAR AIR,248.982,41.94,2.99,6758,1247,SMALL BOX,0.35
4016,28674,15/08/2011,HIGH,26,161.96,0,REGULAR AIR,-51.12,5.78,5.67,2217,1444,SMALL BOX,0.36
4019,28737,03/10/2011,CRITICAL,50,413.37,0.04,REGULAR AIR,-224.41,8.45,7.77,4593,1342,SMALL PACK,0.55
4020,28737,03/10/2011,CRITICAL,17,1721.641,0.04,REGULAR AIR,242.442,115.99,4.23,4593,2083,SMALL BOX,0.56
4021,28738,10/08/2012,MEDIUM,2,23.54,0.03,REGULAR AIR,-14.467,8.6,6.19,1648,1683,SMALL BOX,0.38
4022,28738,10/08/2012,MEDIUM,10,1539.83,0.08,REGULAR AIR,34.85,165.2,19.99,1648,2177,SMALL BOX,0.59
4023,28741,28/02/2011,NOT SPECIFIED,13,70.13,0.02,REGULAR AIR,21.51,5.43,0.95,4451,1445,WRAP BAG,0.36
4024,28741,28/02/2011,NOT SPECIFIED,5,59.76,0.04,REGULAR AIR,-10.34,10.98,3.37,4451,1341,SMALL PACK,0.57
4025,28742,29/04/2012,LOW,35,587.92,0.09,REGULAR AIR,-7.92,16.91,6.25,4640,1625,SMALL BOX,0.58
4026,28742,29/04/2012,LOW,7,2171.464,0.04,DELIVERY TRUCK,-209.56,376.13,85.63,4640,1565,JUMBO BOX,0.74
4027,28769,28/08/2010,LOW,6,195.75,0.02,REGULAR AIR,-31.24,33.29,1.99,4755,2102,SMALL PACK,0.41
4028,28772,06/02/2009,HIGH,16,950.464,0.02,REGULAR AIR,-763.8,71.37,69,9049,1018,LARGE BOX,0.68
4029,28772,06/02/2009,HIGH,4,705.687,0.03,EXPRESS AIR,-803.077,205.99,8.99,9049,1784,SMALL BOX,0.6
4030,28773,10/02/2011,LOW,48,2174.419,0.05,REGULAR AIR,-211.695,55.99,5,1539,1141,SMALL PACK,0.83
4031,28774,01/01/2009,HIGH,32,180.36,0.1,REGULAR AIR,-111.8,5.98,4.69,9735,1380,SMALL BOX,0.68
4038,28807,31/03/2011,HIGH,9,59.35,0.02,EXPRESS AIR,-42.61,4.98,8.33,6303,1010,SMALL BOX,0.38
4039,28832,24/09/2010,MEDIUM,46,1500.84,0.1,EXPRESS AIR,91.56,35.89,14.72,1132,1636,SMALL BOX,0.4
4040,28832,24/09/2010,MEDIUM,45,98.64,0.03,REGULAR AIR,-9.361,2.08,1.49,1132,1611,SMALL BOX,0.38
4045,28867,22/07/2011,MEDIUM,43,866.73,0.1,REGULAR AIR,-199.98,20.97,6.5,4499,1155,SMALL BOX,0.78
4046,28867,22/07/2011,MEDIUM,6,642.42,0.03,REGULAR AIR,80.01,104.85,19.99,4499,1807,SMALL BOX,0.37
4047,28867,22/07/2011,MEDIUM,26,2169.7525,0.02,REGULAR AIR,374.751,95.99,8.99,4499,1095,SMALL BOX,0.57
4049,28870,10/11/2011,HIGH,27,1154.89,0.03,REGULAR AIR,66.36,40.98,6.5,1614,2121,SMALL BOX,0.64
4055,28899,14/06/2012,LOW,27,4488.2635,0.06,REGULAR AIR,750.546,205.99,5,8723,1964,SMALL BOX,0.59
4057,28928,30/04/2010,LOW,3,185.16,0.02,REGULAR AIR,-49.34,59.98,3.99,2797,1324,SMALL BOX,0.57
4058,28928,30/04/2010,LOW,22,5144.94,0.09,REGULAR AIR,729.06,256.99,11.25,2797,1720,SMALL BOX,0.51
4059,28928,30/04/2010,LOW,46,1397.383,0.01,REGULAR AIR,-135.861,35.99,5,2797,1526,WRAP BAG,0.82
4060,28929,09/10/2012,MEDIUM,37,230.97,0.08,REGULAR AIR,-173.73,6.48,8.19,708,1078,SMALL BOX,0.37
4061,28929,09/10/2012,MEDIUM,46,723.17,0.09,REGULAR AIR,-154.11,16.98,12.39,708,1354,SMALL BOX,0.35
4064,28933,09/07/2009,CRITICAL,1,11.16,0.01,REGULAR AIR,-7.25,5.58,5.3,4103,1687,SMALL BOX,0.35
4065,28933,09/07/2009,CRITICAL,38,156.2,0.03,REGULAR AIR,43,3.98,0.7,4103,2082,WRAP BAG,0.52
4066,28934,28/11/2012,MEDIUM,12,1272.35,0,REGULAR AIR,297.57,100.98,7.18,1158,1496,SMALL BOX,0.4
4067,28934,28/11/2012,MEDIUM,26,4000.35,0.07,DELIVERY TRUCK,303.39,160.98,30,1158,1581,JUMBO DRUM,0.62
4068,28934,28/11/2012,MEDIUM,26,3356.92,0,EXPRESS AIR,1555.9,120.97,7.11,1158,1106,MEDIUM BOX,0.36
4069,28963,04/12/2011,NOT SPECIFIED,37,6072.1875,0.09,REGULAR AIR,1372.086,205.99,2.5,8715,2039,SMALL BOX,0.59
4073,28999,10/01/2009,HIGH,34,1177.5,0.02,REGULAR AIR,420.05,33.98,1.99,8567,2071,SMALL PACK,0.45
4074,29028,05/02/2011,CRITICAL,43,17131.36,0.08,DELIVERY TRUCK,4722.77,400.97,14.7,9292,2197,JUMBO DRUM,0.59
4076,29058,03/01/2010,HIGH,43,287.61,0.02,REGULAR AIR,-101.5,6.48,6.35,1362,2109,SMALL BOX,0.37
4077,29058,03/01/2010,HIGH,23,128.52,0.06,REGULAR AIR,42.8,5.84,1,1362,1868,WRAP BAG,0.38
4078,29058,03/01/2010,HIGH,41,1011.67,0.04,REGULAR AIR,-74.64,24.98,8.79,1362,2056,SMALL BOX,0.66
4079,29058,03/01/2010,HIGH,33,28389.14,0.07,DELIVERY TRUCK,7132.18,880.98,44.55,1362,1186,JUMBO BOX,0.62
4080,29090,16/01/2012,MEDIUM,24,99.1,0.02,REGULAR AIR,28.42,4.13,0.99,7144,1368,SMALL BOX,0.39
4081,29090,16/01/2012,MEDIUM,36,380.34,0.02,REGULAR AIR,-108.2,10.48,6.91,7144,2243,SMALL BOX,0.58
4083,29120,12/05/2010,LOW,43,1677.27,0.08,REGULAR AIR,528.7935,40.98,7.47,6835,1448,SMALL BOX,0.37
4084,29120,12/05/2010,LOW,21,1556.08,0.05,DELIVERY TRUCK,-41.77,70.98,26.74,6835,1524,JUMBO BOX,0.6
4086,29127,31/03/2009,CRITICAL,18,31.13,0.06,REGULAR AIR,-0.81,1.68,1,971,2055,WRAP BAG,0.35
4087,29152,23/07/2011,LOW,3,58.63,0,REGULAR AIR,-40.86,17.48,1.99,1888,1815,SMALL PACK,0.45
4088,29152,23/07/2011,LOW,13,94.99,0.06,REGULAR AIR,-106.29,6.98,9.69,1888,1960,SMALL BOX,0.83
4089,29156,24/02/2010,LOW,10,208.77,0.07,REGULAR AIR,-76.58,20.97,4,775,1155,SMALL BOX,0.77
4094,29187,31/07/2009,LOW,5,142.3,0.03,REGULAR AIR,-24.1845,24.92,12.98,1348,1203,SMALL BOX,0.39
4095,29187,31/07/2009,LOW,8,21.93,0.09,REGULAR AIR,-37.789,2.16,6.05,1348,1389,SMALL BOX,0.37
4096,29187,31/07/2009,LOW,35,26095.13,0.03,DELIVERY TRUCK,12606.81,808.49,55.3,1348,2073,JUMBO DRUM,0.4
4097,29187,31/07/2009,LOW,10,75.58,0,REGULAR AIR,-43.26,6.48,8.19,1348,1078,SMALL BOX,0.37
4098,29187,31/07/2009,LOW,42,477.53,0.03,REGULAR AIR,51.17,10.98,3.37,1348,1341,SMALL PACK,0.57
4099,29191,28/06/2012,MEDIUM,26,7201.89,0.09,DELIVERY TRUCK,-650.11,296.18,54.12,9242,1301,JUMBO BOX,0.76
4100,29216,29/12/2012,CRITICAL,46,1936.45,0.1,REGULAR AIR,307.17,43.22,4,3958,1711,SMALL BOX,0.64
4101,29216,29/12/2012,CRITICAL,17,3711.04,0.04,DELIVERY TRUCK,-773.78,218.75,69.64,3958,1147,JUMBO BOX,0.77
4102,29218,29/05/2012,LOW,19,1823.02,0.04,EXPRESS AIR,80.8,92.23,39.61,3703,1055,MEDIUM BOX,0.67
4103,29218,29/05/2012,LOW,26,74.02,0.04,REGULAR AIR,8.13,2.88,0.7,3703,1809,WRAP BAG,0.56
4104,29218,29/05/2012,LOW,13,2252.976,0.02,REGULAR AIR,-54.362,205.99,8.99,3703,1880,SMALL BOX,0.58
4107,29221,29/05/2012,HIGH,41,325.33,0,REGULAR AIR,-41.75,7.64,5.83,8054,1249,WRAP BAG,0.36
4109,29249,13/06/2011,LOW,12,3156.6,0.1,REGULAR AIR,454.26,276.2,24.49,6388,1068,LARGE BOX,0
4110,29249,13/06/2011,LOW,47,302.69,0.05,EXPRESS AIR,125.65,6.35,1.02,6388,1063,WRAP BAG,0.39
4112,29255,03/12/2011,LOW,11,617.219,0.03,EXPRESS AIR,-136.092,65.99,8.99,606,1305,SMALL BOX,0.58
4115,29282,28/11/2012,MEDIUM,4,34.27,0.1,REGULAR AIR,-26.44,6.48,9.54,5736,1391,SMALL BOX,0.37
4116,29284,10/04/2009,MEDIUM,20,6449.056,0.01,DELIVERY TRUCK,1116.02,400.98,42.52,8494,1862,JUMBO BOX,0.71
4117,29286,28/07/2009,CRITICAL,4,13070.2,0.07,DELIVERY TRUCK,-6923.5992,3502.14,8.73,1489,2249,JUMBO BOX,0.57
4120,29317,02/10/2011,NOT SPECIFIED,40,7789.63,0.08,DELIVERY TRUCK,1774.53,200.98,23.76,1217,1317,JUMBO DRUM,0.58
4121,29317,02/10/2011,NOT SPECIFIED,20,15703.82,0.06,DELIVERY TRUCK,3055.72,810.98,16.06,1217,1961,JUMBO DRUM,0.56
4122,29317,02/10/2011,NOT SPECIFIED,31,140.69,0.06,REGULAR AIR,-14.54,4.71,0.7,1217,1288,WRAP BAG,0.85
4128,29347,12/08/2012,MEDIUM,50,2040.39,0.07,REGULAR AIR,221.09,40.99,19.99,8694,1031,SMALL BOX,0.36
4135,29376,11/08/2012,CRITICAL,20,2850.31,0.09,REGULAR AIR,569.08,155.06,7.07,9662,1377,SMALL BOX,0.59
4139,29383,18/11/2011,MEDIUM,20,157.13,0.07,REGULAR AIR,-46.89,8.32,2.38,9938,2091,SMALL PACK,0.74
4140,29383,18/11/2011,MEDIUM,28,195.11,0.04,REGULAR AIR,-129.42,6.48,8.73,9938,1646,SMALL BOX,0.37
4141,29383,18/11/2011,MEDIUM,29,2738.785,0.07,REGULAR AIR,556.83,115.99,2.5,9938,1826,SMALL BOX,0.58
4142,29383,18/11/2011,MEDIUM,30,217.42,0.09,REGULAR AIR,16.97,7.59,4,9938,1379,WRAP BAG,0.42
4156,29478,09/04/2010,HIGH,15,272.8925,0.01,REGULAR AIR,19.611,20.99,0.99,6762,1653,WRAP BAG,0.57
4157,29504,23/09/2010,NOT SPECIFIED,20,1485.06,0.04,DELIVERY TRUCK,25.32,70.98,26.85,8851,2118,JUMBO BOX,0
4158,29504,23/09/2010,NOT SPECIFIED,34,1211.18,0.1,REGULAR AIR,208.4,38.76,13.26,8851,1204,SMALL BOX,0.36
4159,29505,27/12/2012,MEDIUM,22,45.21,0.02,EXPRESS AIR,4.61,1.76,0.7,4593,1092,WRAP BAG,0.56
4162,29507,09/02/2012,LOW,14,3049.632,0.04,DELIVERY TRUCK,-679.044366,280.98,35.67,606,1399,JUMBO BOX,0.66
4163,29507,09/02/2012,LOW,41,1274.949,0.05,REGULAR AIR,416.988,35.99,1.1,606,1829,SMALL BOX,0.55
4165,29536,07/09/2012,MEDIUM,5,495.32,0.05,DELIVERY TRUCK,-72.73,100.98,15.66,1557,1823,JUMBO DRUM,0.57
4166,29536,07/09/2012,MEDIUM,11,2483.53,0.07,DELIVERY TRUCK,-176.77,220.98,64.66,1557,1779,JUMBO BOX,0.62
4167,29536,07/09/2012,MEDIUM,26,967.41,0.03,REGULAR AIR,26.64,35.44,19.99,1557,2064,SMALL BOX,0.38
4169,29539,23/04/2011,HIGH,24,223.2,0.1,REGULAR AIR,78.74,9.78,1.39,8273,1431,SMALL BOX,0.39
4170,29569,03/07/2011,HIGH,46,27720.98,0.07,REGULAR AIR,11984.395,599.99,24.49,1557,1777,LARGE BOX,0.37
4171,29569,03/07/2011,HIGH,29,520.13,0.1,REGULAR AIR,127.55,18.97,5.21,1557,1083,SMALL BOX,0.37
4172,29572,03/06/2010,NOT SPECIFIED,18,2657.56,0.1,DELIVERY TRUCK,126.27855,150.98,16.01,606,2026,JUMBO BOX,0.7
4174,29607,13/03/2012,MEDIUM,20,240.74,0.05,REGULAR AIR,21.05,12.28,5.09,1652,1753,SMALL BOX,0.38
4176,29637,25/05/2009,HIGH,34,598.19,0.09,REGULAR AIR,-6.612,17.98,8.51,513,1169,MEDIUM BOX,0.4
4177,29639,17/04/2011,CRITICAL,8,22.37,0.04,REGULAR AIR,-14.09,2.6,2.4,10223,1270,WRAP BAG,0.58
4178,29666,30/12/2011,NOT SPECIFIED,44,362.75,0.08,REGULAR AIR,-54.47,8.32,2.38,773,2091,SMALL PACK,0.74
4183,29730,16/06/2010,CRITICAL,21,3072.86,0.08,DELIVERY TRUCK,-364.873366,150.98,39.25,1652,2026,JUMBO BOX,0.75
4184,29761,03/07/2012,MEDIUM,48,1463.105,0.06,REGULAR AIR,446.994,35.99,1.25,962,1543,SMALL PACK,0.57
4185,29761,03/07/2012,MEDIUM,42,1085.4,0.02,REGULAR AIR,262.32,25.98,5.37,962,1070,MEDIUM BOX,0.5
4186,29761,03/07/2012,MEDIUM,19,123.67,0.03,REGULAR AIR,-34.17,6.24,5.22,962,1865,SMALL BOX,0.6
4190,29766,21/03/2009,MEDIUM,13,89061.05,0,REGULAR AIR,27220.69,6783.02,24.49,5813,2136,LARGE BOX,0.39
4191,29766,21/03/2009,MEDIUM,40,6636.664,0.08,REGULAR AIR,1623.699,205.99,8.99,5813,2045,SMALL BOX,0.56
4192,29767,05/02/2011,HIGH,48,4153.06,0.06,REGULAR AIR,1499.41,90.24,0.99,7553,2156,SMALL BOX,0.56
4196,29826,24/09/2009,CRITICAL,9,157.63,0.06,REGULAR AIR,-78.13,17.98,4,1809,1662,SMALL BOX,0.79
4197,29827,14/07/2011,CRITICAL,35,926.65,0.01,REGULAR AIR,-75.38,26.31,5.89,1557,1296,SMALL BOX,0.75
4198,29831,29/03/2012,CRITICAL,29,2175.22,0,DELIVERY TRUCK,-520.55,68.81,60,6434,1460,JUMBO DRUM,0.41
4204,29889,04/12/2009,NOT SPECIFIED,44,243.5,0.09,REGULAR AIR,23.87,5.98,1.67,1133,2168,WRAP BAG,0.51
4206,29894,07/09/2010,LOW,43,606.98,0.05,REGULAR AIR,21.08,13.73,6.85,8013,1808,WRAP BAG,0.54
4207,29894,07/09/2010,LOW,48,301.62,0.09,REGULAR AIR,-162.54,6.68,6.92,8013,1527,SMALL BOX,0.37
4210,29926,22/03/2012,MEDIUM,9,20.21,0,REGULAR AIR,-5.1405,2.08,1.49,533,1611,SMALL BOX,0.38
4214,29957,13/03/2010,CRITICAL,28,2555.37,0.08,DELIVERY TRUCK,-824.91,95.98,58.2,1689,1967,JUMBO DRUM,0.58
4215,29957,13/03/2010,CRITICAL,31,1447.62,0.07,REGULAR AIR,576.39,48.04,7.23,1689,1400,SMALL BOX,0.37
4218,29985,11/07/2012,CRITICAL,2,24.51,0.06,REGULAR AIR,-18.262,8.04,8.94,1032,1402,SMALL BOX,0.4
4221,29988,12/06/2009,HIGH,12,5177.4,0.06,DELIVERY TRUCK,287.5,449.99,49,1100,1027,JUMBO DRUM,0.38
4222,29991,05/10/2012,LOW,41,123.11,0.06,REGULAR AIR,48.93,3.15,0.49,7054,1928,SMALL BOX,0.37
4230,30051,20/03/2012,NOT SPECIFIED,42,243.06,0.02,REGULAR AIR,-1.57,5.85,2.27,1115,1339,WRAP BAG,0.56
4231,30053,01/02/2009,CRITICAL,41,3279.01,0.06,DELIVERY TRUCK,349.22,80.97,33.6,9292,1197,JUMBO DRUM,0.37
4232,30054,01/09/2012,NOT SPECIFIED,33,311.19,0.03,REGULAR AIR,-9.18,9.38,4.93,8815,1904,SMALL BOX,0.57
4233,30081,17/12/2011,HIGH,26,213.49,0.05,REGULAR AIR,-136.4475,8.04,8.94,775,1402,SMALL BOX,0.4
4234,30083,08/01/2009,NOT SPECIFIED,23,324.28,0.07,REGULAR AIR,20.43,14.56,3.5,9987,1715,SMALL BOX,0.58
4236,30144,06/08/2011,LOW,25,5503.39,0.08,DELIVERY TRUCK,-528.653125,218.75,69.64,5215,1147,JUMBO BOX,0.77
4243,30176,19/04/2009,LOW,30,2504.41,0.01,REGULAR AIR,-547.89,79.52,48.2,2142,1700,MEDIUM BOX,0.74
4244,30208,16/07/2012,LOW,46,1752.0965,0.1,REGULAR AIR,356.346,45.99,4.99,6374,1969,SMALL BOX,0.57
4245,30211,07/06/2010,MEDIUM,19,141.96,0.05,REGULAR AIR,38.43,7.4,1.71,567,1678,WRAP BAG,0.4
4246,30214,04/10/2009,LOW,38,375.61,0.1,EXPRESS AIR,-21.2635,10.44,5.75,9275,2198,SMALL BOX,0.39
4253,30278,30/09/2009,LOW,50,2860.93,0.03,REGULAR AIR,832.617,65.99,5.26,75,1267,SMALL BOX,0.56
4262,30343,21/05/2012,CRITICAL,48,1556.42,0,REGULAR AIR,-60.98,30.42,8.65,1776,1252,SMALL BOX,0.74
4263,30343,21/05/2012,CRITICAL,28,130.28,0.08,REGULAR AIR,56.97,4.91,0.5,1776,1344,SMALL BOX,0.36
4264,30343,21/05/2012,CRITICAL,8,41343.21,0.09,REGULAR AIR,3852.19,6783.02,24.49,3952,2136,LARGE BOX,0.39
4265,30369,24/03/2011,CRITICAL,13,76.81,0,REGULAR AIR,-55.77,4.98,7.54,7890,2079,SMALL BOX,0.38
4266,30369,24/03/2011,CRITICAL,21,174.22,0.03,REGULAR AIR,-1.23,8.34,2.64,7890,2009,SMALL PACK,0.59
4268,30374,21/03/2010,CRITICAL,12,709.54,0.07,REGULAR AIR,131.44,59.98,3.99,4598,1324,SMALL BOX,0.57
4269,30374,21/03/2010,CRITICAL,42,1220.08,0,REGULAR AIR,515.64,28.48,1.99,4598,1396,SMALL PACK,0.4
4270,30375,03/05/2012,LOW,20,71.45,0.03,REGULAR AIR,-92.9545,3.36,6.27,8006,1286,SMALL BOX,0.4
4271,30401,18/10/2012,MEDIUM,39,239.4,0.07,REGULAR AIR,-57.37,5.98,5.15,897,1774,SMALL BOX,0.36
4272,30403,10/07/2012,HIGH,41,305.01,0.05,EXPRESS AIR,-160.816,7.3,7.72,3404,1007,SMALL BOX,0.38
4273,30403,10/07/2012,HIGH,24,3583.52,0.09,REGULAR AIR,221.71,161.55,19.99,3404,1534,SMALL BOX,0.66
4274,30405,28/04/2012,LOW,7,2789.03,0.05,DELIVERY TRUCK,-303.44,400.98,42.52,3362,1862,JUMBO BOX,0.71
4275,30407,17/04/2009,LOW,41,17853.64,0.02,REGULAR AIR,6227.33,419.19,19.99,10223,2128,SMALL BOX,0.58
4279,30469,25/12/2012,NOT SPECIFIED,46,304.26,0.1,REGULAR AIR,28.93,7.08,2.35,9095,1175,WRAP BAG,0.47
4280,30497,06/02/2011,CRITICAL,34,706.91,0.03,EXPRESS AIR,85.68,20.98,8.83,532,1351,SMALL BOX,0.37
4281,30497,06/02/2011,CRITICAL,31,190.06,0.06,REGULAR AIR,-61.9,5.98,5.35,532,1688,SMALL BOX,0.4
4288,30564,26/02/2009,CRITICAL,20,606.3985,0.09,REGULAR AIR,126.126,35.99,5.99,939,1703,WRAP BAG,0.38
4289,30565,26/07/2011,MEDIUM,32,1785.02,0.04,EXPRESS AIR,52.66,55.94,4,7735,1378,SMALL BOX,0.74
4290,30566,01/07/2011,LOW,34,225.45,0.02,REGULAR AIR,-193.39,6.48,9.54,1616,1391,SMALL BOX,0.37
4291,30567,14/01/2009,NOT SPECIFIED,14,2690.84,0.1,DELIVERY TRUCK,-368.02,208.16,68.02,1207,1002,JUMBO DRUM,0.58
4292,30567,14/01/2009,NOT SPECIFIED,8,733.55,0.07,REGULAR AIR,103.13,90.48,19.99,1207,1882,SMALL BOX,0.4
4293,30567,14/01/2009,NOT SPECIFIED,3,38.71,0.01,EXPRESS AIR,23,9.48,7.29,1207,1723,SMALL PACK,0.45
4294,30567,14/01/2009,NOT SPECIFIED,14,62.6,0.02,REGULAR AIR,7.32,4.28,0.94,1207,1407,WRAP BAG,0.56
4295,30593,25/07/2011,CRITICAL,20,97.65,0.04,EXPRESS AIR,-90.07,4.18,6.92,2114,1761,SMALL BOX,0.49
4296,30593,25/07/2011,CRITICAL,41,1408.34,0.06,REGULAR AIR,176.63,34.58,8.99,2114,1556,SMALL PACK,0.56
4299,30599,10/02/2012,NOT SPECIFIED,23,105.93,0.05,REGULAR AIR,33.47,4.76,0.88,8261,1566,WRAP BAG,0.39
4300,30625,08/02/2010,CRITICAL,37,478.94,0.04,REGULAR AIR,10.557,12.53,7.17,7465,2031,SMALL BOX,0.38
4301,30625,08/02/2010,CRITICAL,24,2429.09,0.06,EXPRESS AIR,-20.67,105.29,10.12,7465,2065,LARGE BOX,0.79
4302,30626,25/04/2011,CRITICAL,23,220.82,0.1,EXPRESS AIR,77.68,9.93,1.09,3756,1801,WRAP BAG,0.43
4303,30657,10/05/2011,HIGH,6,273.38,0.06,EXPRESS AIR,-170.91,43.22,16.71,1843,1711,SMALL BOX,0.66
4304,30657,10/05/2011,HIGH,8,179.66,0.01,REGULAR AIR,-1.73,22.24,1.99,1843,1848,SMALL PACK,0.43
4309,30720,27/09/2012,LOW,5,32.77,0.07,REGULAR AIR,-17.1925,5.74,5.01,8350,1241,SMALL BOX,0.39
4310,30720,27/09/2012,LOW,37,1701.53,0.01,EXPRESS AIR,735.99,43.98,1.99,8350,1139,SMALL PACK,0.44
4313,30726,25/11/2009,MEDIUM,35,725.15,0.05,REGULAR AIR,140.57,20.27,3.99,7666,2169,SMALL BOX,0.57
4314,30727,25/07/2012,MEDIUM,28,1166.29,0.07,EXPRESS AIR,302.86,41.71,4.5,4086,1600,SMALL BOX,0.56
4316,30757,26/12/2010,MEDIUM,5,21.32,0.08,EXPRESS AIR,2.2,3.38,0.85,1000,1427,WRAP BAG,0.48
4317,30757,26/12/2010,MEDIUM,42,457.51,0.1,REGULAR AIR,-183.75,11.66,7.95,1000,1418,SMALL PACK,0.58
4318,30759,08/05/2009,NOT SPECIFIED,2,64.79,0.03,REGULAR AIR,-41.32,29.34,7.87,4593,1983,SMALL BOX,0.54
4323,30786,16/07/2012,MEDIUM,23,65.91,0.01,REGULAR AIR,0.76,2.78,1.34,7731,1149,WRAP BAG,0.45
4324,30786,16/07/2012,MEDIUM,4,72.72,0.06,REGULAR AIR,-36.61,15.42,10.68,7731,2120,SMALL BOX,0.58
4327,30848,01/05/2011,MEDIUM,13,4324.29,0.09,DELIVERY TRUCK,298.83,348.21,40.19,7756,1454,JUMBO BOX,0.62
4328,30851,21/09/2010,LOW,16,336.29,0.08,REGULAR AIR,-52.14,21.38,8.99,5813,1312,SMALL PACK,0.59
4329,30852,14/05/2009,CRITICAL,35,2827.1425,0.01,REGULAR AIR,713.88,95.99,4.9,4232,1937,SMALL BOX,0.56
4330,30853,27/07/2011,MEDIUM,16,41.52,0.06,REGULAR AIR,-85.17,2.18,7.09,2527,1944,WRAP BAG,0.38
